Soil11.scaffold_431547323_c1_2	NODE_27_length_76064_cov_15.562057_2	46.1	1216	621	15	4	1202	23160	24358	0.0e+00	1152.1
Soil11.scaffold_587233302_c1_1	NODE_27_length_76064_cov_15.562057_2	50.9	1218	579	12	16	1224	23156	24363	0.0e+00	1271.9
Soil11.scaffold_65427810_c1_20	NODE_27_length_76064_cov_15.562057_2	53.6	1212	534	15	16	1210	23157	24357	0.0e+00	1357.0
Soil11.scaffold_211583530_c1_6	NODE_27_length_76064_cov_15.562057_2	49.5	1251	587	18	16	1259	23156	24368	0.0e+00	1262.7
Soil12.scaffold_266712765_c1_2	NODE_27_length_76064_cov_15.562057_2	49.5	1224	586	14	20	1231	23160	24363	0.0e+00	1270.0
Soil14.scaffold_576820813_c1_40	NODE_27_length_76064_cov_15.562057_2	49.8	1217	596	9	19	1232	23159	24363	0.0e+00	1280.0
Soil14.scaffold_280216268_c1_12	NODE_27_length_76064_cov_15.562057_2	48.6	1242	612	11	11	1246	23142	24363	0.0e+00	1279.6
Soil14.scaffold_465502786_c1_2	NODE_27_length_76064_cov_15.562057_2	52.0	1200	544	17	48	1230	23170	24354	0.0e+00	1286.9
Soil14.scaffold_596019752_c1_119	NODE_27_length_76064_cov_15.562057_2	73.8	1228	320	2	1	1227	23138	24364	0.0e+00	1997.2
Soil15.scaffold_116822102_c1_19	NODE_27_length_76064_cov_15.562057_2	53.3	1214	540	15	63	1260	23152	24354	0.0e+00	1323.1
Soil15.scaffold_175810641_c1_3	NODE_27_length_76064_cov_15.562057_2	56.0	1232	534	8	1	1229	23138	24364	0.0e+00	1473.0
Soil15.scaffold_16321085_c1_6	NODE_27_length_76064_cov_15.562057_2	48.9	1218	591	10	30	1236	23170	24367	0.0e+00	1255.4
Soil15.scaffold_1255266399_c1_142	NODE_27_length_76064_cov_15.562057_2	73.7	1228	320	3	1	1226	23138	24364	0.0e+00	2000.7
Soil16.scaffold_436666653_c1_2	NODE_27_length_76064_cov_15.562057_2	50.6	1200	560	15	45	1226	23170	24354	0.0e+00	1216.1
Soil16.scaffold_804923086_c1_3	NODE_27_length_76064_cov_15.562057_2	48.5	1238	588	20	26	1251	23163	24363	0.0e+00	1223.8
Soil16.scaffold_313969256_c1_10	NODE_27_length_76064_cov_15.562057_2	49.8	1250	577	15	3	1234	23147	24363	0.0e+00	1265.4
Soil16.scaffold_1312607544_c1_3	NODE_27_length_76064_cov_15.562057_2	54.7	1221	525	14	11	1214	23145	24354	0.0e+00	1393.3
Soil17.scaffold_1045002370_c1_23	NODE_27_length_76064_cov_15.562057_2	75.2	1228	303	2	1	1227	23138	24364	0.0e+00	2019.2
Soil17.scaffold_918557319_c1_2	NODE_27_length_76064_cov_15.562057_2	55.6	1230	536	7	2	1226	23140	24364	0.0e+00	1471.8
Soil17.scaffold_1202428475_c1_2	NODE_27_length_76064_cov_15.562057_2	50.5	1220	564	15	30	1234	23170	24364	0.0e+00	1249.6
Soil17.scaffold_274056314_c1_61	NODE_27_length_76064_cov_15.562057_2	56.2	1238	522	11	1	1229	23138	24364	0.0e+00	1476.5
Soil17.scaffold_332687915_c1_2	NODE_27_length_76064_cov_15.562057_2	48.7	1230	592	13	20	1236	23160	24363	0.0e+00	1265.0
Soil3.scaffold_414071996_c1_8	NODE_27_length_76064_cov_15.562057_2	54.6	1228	530	14	1	1212	23138	24354	0.0e+00	1408.7
Soil3.scaffold_333288240_c1_8	NODE_27_length_76064_cov_15.562057_2	52.9	1246	536	15	22	1252	23145	24354	0.0e+00	1353.2
Soil3.scaffold_530221301_c1_2	NODE_27_length_76064_cov_15.562057_2	56.0	1200	499	15	3	1186	23168	24354	0.0e+00	1396.7
Soil3.scaffold_408070428_c1_2	NODE_27_length_76064_cov_15.562057_2	47.3	1248	605	16	16	1250	23156	24363	0.0e+00	1220.3
Soil3.scaffold_285743490_c1_2	NODE_27_length_76064_cov_15.562057_2	50.5	1216	562	20	30	1227	23170	24363	0.0e+00	1239.6
Soil5.scaffold_133269568_c1_66	NODE_27_length_76064_cov_15.562057_2	45.9	1214	625	18	1	1196	23158	24357	0.0e+00	1153.7
Soil5.scaffold_215117222_c1_59	NODE_27_length_76064_cov_15.562057_2	48.1	1237	586	17	30	1253	23170	24363	0.0e+00	1218.0
Soil5.scaffold_183283646_c1_24	NODE_27_length_76064_cov_15.562057_2	54.5	1229	527	18	5	1214	23139	24354	0.0e+00	1382.9
Soil5.scaffold_489407153_c1_201	NODE_27_length_76064_cov_15.562057_2	64.6	1233	423	8	1	1226	23138	24364	0.0e+00	1766.9
Soil5.scaffold_87619515_c1_114	NODE_27_length_76064_cov_15.562057_2	56.4	1233	528	9	1	1229	23138	24364	0.0e+00	1479.2
Soil5.scaffold_544698016_c1_2	NODE_27_length_76064_cov_15.562057_2	55.0	1213	519	15	26	1222	23160	24361	0.0e+00	1384.8
Soil5.scaffold_384418492_c1_161	NODE_27_length_76064_cov_15.562057_2	58.7	1232	501	8	1	1229	23138	24364	0.0e+00	1551.2
Soil5.scaffold_395480119_c1_5	NODE_27_length_76064_cov_15.562057_2	53.0	1193	535	13	47	1221	23170	24354	0.0e+00	1298.5
Soil5.scaffold_549495455_c1_6	NODE_27_length_76064_cov_15.562057_2	55.2	1233	544	9	1	1230	23138	24364	0.0e+00	1456.8
Soil5.scaffold_120605214_c1_7	NODE_27_length_76064_cov_15.562057_2	75.3	1229	300	4	1	1227	23138	24364	0.0e+00	2034.2
Soil5.scaffold_416434691_c1_48	NODE_27_length_76064_cov_15.562057_2	49.9	1212	583	11	30	1235	23170	24363	0.0e+00	1261.9
