Soil15.scaffold_175810641_c1_3	NODE_2_length_458867_cov_15.484483_6	66.5	1233	405	6	3	1229	126085	127315	0.0e+00	1751.5
Soil9.scaffold_816779774_c1_14	NODE_2_length_458867_cov_15.484483_6	65.8	1220	413	4	12	1229	126098	127315	0.0e+00	1741.1
Soil5.scaffold_384418492_c1_161	NODE_2_length_458867_cov_15.484483_6	61.8	1232	465	5	2	1229	126086	127315	0.0e+00	1651.0
Soil5.scaffold_82918708_c1_12	NODE_2_length_458867_cov_15.484483_6	61.0	1218	472	3	11	1226	126098	127314	0.0e+00	1631.3
Soil17.scaffold_918557319_c1_2	NODE_2_length_458867_cov_15.484483_6	60.7	1220	473	4	11	1226	126098	127315	0.0e+00	1629.0
Soil5.scaffold_87619515_c1_114	NODE_2_length_458867_cov_15.484483_6	60.1	1220	483	4	12	1229	126098	127315	0.0e+00	1593.6
Soil5.scaffold_549495455_c1_6	NODE_2_length_458867_cov_15.484483_6	58.4	1221	503	5	12	1230	126098	127315	0.0e+00	1558.1
Soil17.scaffold_274056314_c1_61	NODE_2_length_458867_cov_15.484483_6	57.5	1234	505	11	7	1229	126091	127315	0.0e+00	1508.0
Soil5.scaffold_434220697_c1_2	NODE_2_length_458867_cov_15.484483_6	56.4	1221	524	5	12	1227	126098	127315	0.0e+00	1487.2
Soil5.scaffold_120605214_c1_7	NODE_2_length_458867_cov_15.484483_6	56.0	1229	531	7	3	1227	126093	127315	0.0e+00	1471.8
Soil15.scaffold_1255266399_c1_142	NODE_2_length_458867_cov_15.484483_6	55.6	1222	532	7	12	1226	126098	127315	0.0e+00	1461.8
Soil5.scaffold_489407153_c1_201	NODE_2_length_458867_cov_15.484483_6	56.0	1224	521	10	13	1226	126099	127315	0.0e+00	1457.6
Soil17.scaffold_1045002370_c1_23	NODE_2_length_458867_cov_15.484483_6	55.2	1219	542	4	12	1227	126098	127315	0.0e+00	1454.1
