Soil12.scaffold_808932515_c1_1	Soil12.scaffold_808932515_c1_1	Soil3.scaffold_437706871_c1_14	K00366	32.9
Soil12.scaffold_413472073_c1_5	Soil12.scaffold_413472073_c1_5	Soil11.scaffold_276400179_c1_2	K00366	27.9
Soil12.scaffold_159249742_c1_2	Soil12.scaffold_159249742_c1_2	Soil11.scaffold_137053305_c1_8	K00366	21.8
Soil12.scaffold_798906663_c1_1	Soil12.scaffold_798906663_c1_1	Soil12.scaffold_798906663_c1_1	K00366	24.9
Soil12.scaffold_544413488_c1_1	Soil12.scaffold_544413488_c1_1	Soil14.scaffold_884613883_c1_3	K00366	22.3
Soil12.scaffold_911139139_c1_2	Soil12.scaffold_911139139_c1_2	Soil12.scaffold_911139139_c1_2	K00366	25
Soil12.scaffold_684807581_c1_2	Soil12.scaffold_684807581_c1_2	Soil12.scaffold_684807581_c1_2	K00366	19.1
Soil12.scaffold_778264579_c1_1	Soil12.scaffold_778264579_c1_1	Soil3.scaffold_541038250_c1_1	K00366	30.2
Soil12.scaffold_921027887_c1_2	Soil12.scaffold_921027887_c1_2	Soil15.scaffold_1202975836_c1_2	K00366	21.6
Soil12.scaffold_833435346_c1_1	Soil12.scaffold_833435346_c1_1	Soil12.scaffold_833435346_c1_1	K00366	29.7
Soil12.scaffold_919481245_c1_1	Soil12.scaffold_833435346_c1_1	Soil12.scaffold_833435346_c1_1	K00366	29.7
Soil12.scaffold_33009799_c1_3	Soil12.scaffold_33009799_c1_3	Soil6.scaffold_569560478_c1_2	K00366	30.7
Soil12.scaffold_728287475_c1_2	Soil12.scaffold_728287475_c1_2	T0.scaffold_284201419_c1_1	K00366	31.9
Soil12.scaffold_514464407_c1_1	Soil12.scaffold_514464407_c1_1	Soil3.scaffold_507828918_c1_1	K00366	30.6
Soil12.scaffold_830969017_c1_10	Soil12.scaffold_830969017_c1_10	Soil12.scaffold_830969017_c1_10	K00366	24.1
Soil12.scaffold_812007810_c1_1	Soil12.scaffold_830969017_c1_10	Soil12.scaffold_830969017_c1_10	K00366	24.1
Soil12.scaffold_935963899_c1_1	Soil12.scaffold_830969017_c1_10	Soil12.scaffold_830969017_c1_10	K00366	24.1
Soil12.scaffold_136111918_c1_1	Soil12.scaffold_136111918_c1_1	Soil14.scaffold_367400451_c1_3	K00366	26.2
Soil12.scaffold_215559170_c1_2	Soil12.scaffold_215559170_c1_2	Soil12.scaffold_215559170_c1_2	K00366	25.5
Soil12.scaffold_598177617_c1_1	Soil12.scaffold_598177617_c1_1	T0.scaffold_284201419_c1_1	K00366	31.9
Soil12.scaffold_820746705_c1_1	Soil12.scaffold_820746705_c1_1	Soil17.scaffold_791455629_c1_1	K00366	22.8
Soil12.scaffold_825425627_c1_1	Soil12.scaffold_820746705_c1_1	Soil17.scaffold_791455629_c1_1	K00366	22.8
Soil12.scaffold_239105162_c1_1	Soil12.scaffold_820746705_c1_1	Soil17.scaffold_791455629_c1_1	K00366	22.8
Soil12.scaffold_633886025_c1_3	Soil12.scaffold_820746705_c1_1	Soil17.scaffold_791455629_c1_1	K00366	22.8
Soil12.scaffold_5123527_c1_1	Soil12.scaffold_5123527_c1_1	Soil12.scaffold_5123527_c1_1	K00366	28.2
Soil12.scaffold_5182093_c1_1	Soil12.scaffold_5123527_c1_1	Soil12.scaffold_5123527_c1_1	K00366	28.2
Soil12.scaffold_476381197_c1_1	Soil12.scaffold_476381197_c1_1	Soil9.scaffold_304573892_c1_2	K00366	22.6
Soil12.scaffold_412024822_c1_3	Soil12.scaffold_412024822_c1_3	Soil12.scaffold_412024822_c1_3	K00366	23.5
Soil12.scaffold_695254741_c1_2	Soil12.scaffold_695254741_c1_2	Soil11.scaffold_276400179_c1_2	K00366	27.9
Soil12.scaffold_136170998_c1_5	Soil12.scaffold_136170998_c1_5	Soil14.scaffold_367400451_c1_3	K00366	26.2
Soil12.scaffold_892005933_c1_1	Soil12.scaffold_892005933_c1_1	Soil16.scaffold_700944176_c1_2	K00366	25.4
Soil12.scaffold_51959340_c1_3	Soil12.scaffold_51959340_c1_3	Soil9.scaffold_614182969_c1_1	K00366	30.5
Soil12.scaffold_194371708_c1_1	Soil12.scaffold_194371708_c1_1	Soil12.scaffold_194371708_c1_1	K00366	32.5
Soil12.scaffold_118063832_c1_2	Soil12.scaffold_118063832_c1_2	Soil12.scaffold_118063832_c1_2	K00366	24
Soil12.scaffold_639186551_c1_1	Soil12.scaffold_639186551_c1_1	Soil12.scaffold_639186551_c1_1	K00366	26.8
Soil12.scaffold_459970501_c1_1	Soil12.scaffold_459970501_c1_1	Soil3.scaffold_258860583_c1_1	K00366	26.9
Soil12.scaffold_811761888_c1_1	Soil12.scaffold_811761888_c1_1	Soil12.scaffold_811761888_c1_1	K00366	22.9
Soil12.scaffold_385935346_c1_1	Soil12.scaffold_385935346_c1_1	Soil6.scaffold_569560478_c1_2	K00366	30.7
Soil12.scaffold_793818572_c1_1	Soil12.scaffold_793818572_c1_1	T0.scaffold_512547453_c1_1	K00366	28.1
Soil12.scaffold_285406768_c1_4	Soil12.scaffold_285406768_c1_4	Soil9.scaffold_71671886_c1_2	K00366	23.8
Soil12.scaffold_344651920_c1_16	Soil12.scaffold_285406768_c1_4	Soil9.scaffold_71671886_c1_2	K00366	23.8
Soil12.scaffold_654128781_c1_1	Soil12.scaffold_654128781_c1_1	Soil17.scaffold_791455629_c1_1	K00366	22.8
Soil12.scaffold_840026174_c1_1	Soil12.scaffold_840026174_c1_1	Soil12.scaffold_840026174_c1_1	K00366	27.3
