Soil15.scaffold_991210343_c1_3	Soil15.scaffold_991210343_c1_3	Soil15.scaffold_991210343_c1_3	K02567	22.7
Soil15.scaffold_566803291_c1_1	Soil15.scaffold_566803291_c1_1	Soil16.scaffold_833218104_c1_9	K02567	24.3
Soil15.scaffold_259544222_c1_5	Soil15.scaffold_566803291_c1_1	Soil16.scaffold_833218104_c1_9	K02567	24.3
Soil15.scaffold_1196703985_c1_1	Soil15.scaffold_1196703985_c1_1	Soil15.scaffold_1196703985_c1_1	K02567	24.4
Soil15.scaffold_185354851_c1_1	Soil15.scaffold_185354851_c1_1	Soil15.scaffold_185354851_c1_1	K02567	26.3
Soil15.scaffold_36256099_c1_1	Soil15.scaffold_36256099_c1_1	Soil15.scaffold_36256099_c1_1	K02567	23.8
Soil15.scaffold_1173823673_c1_3	Soil15.scaffold_1173823673_c1_3	Soil15.scaffold_1173823673_c1_3	K02567	21.9
Soil15.scaffold_575697228_c1_1	Soil15.scaffold_575697228_c1_1	Soil15.scaffold_575697228_c1_1	K02567	23.4
Soil15.scaffold_802628625_c1_1	Soil15.scaffold_802628625_c1_1	Soil15.scaffold_802628625_c1_1	K02567	26.5
Soil15.scaffold_967242395_c1_1	Soil15.scaffold_967242395_c1_1	Soil15.scaffold_967242395_c1_1	K02567	26.5
Soil15.scaffold_189968816_c1_1	Soil15.scaffold_189968816_c1_1	Soil15.scaffold_189968816_c1_1	K02567	23.8
Soil15.scaffold_1035979300_c1_3	Soil15.scaffold_1035979300_c1_3	Soil15.scaffold_1035979300_c1_3	K02567	26.6
Soil15.scaffold_669854648_c1_1	Soil15.scaffold_669854648_c1_1	Soil15.scaffold_669854648_c1_1	K02567	24.3
Soil15.scaffold_132126673_c1_1	Soil15.scaffold_132126673_c1_1	Soil15.scaffold_132126673_c1_1	K02567	34.8
Soil15.scaffold_671925600_c1_1	Soil15.scaffold_671925600_c1_1	Soil15.scaffold_671925600_c1_1	K02567	25.1
Soil15.scaffold_742779322_c1_1	Soil15.scaffold_742779322_c1_1	Soil15.scaffold_742779322_c1_1	K02567	24.9
Soil15.scaffold_1131791871_c1_2	Soil15.scaffold_1131791871_c1_2	Soil15.scaffold_1131791871_c1_2	K02567	22.6
Soil15.scaffold_506487188_c1_1	Soil15.scaffold_506487188_c1_1	Soil15.scaffold_506487188_c1_1	K02567	22
Soil15.scaffold_1007767217_c1_2	Soil15.scaffold_1007767217_c1_2	Soil15.scaffold_1007767217_c1_2	K02567	26.2
Soil15.scaffold_14310597_c1_1	Soil15.scaffold_14310597_c1_1	Soil15.scaffold_14310597_c1_1	K02567	28.1
Soil15.scaffold_1276434806_c1_1	Soil15.scaffold_1276434806_c1_1	Soil15.scaffold_1276434806_c1_1	K02567	25.8
Soil15.scaffold_506487189_c1_1	Soil15.scaffold_506487189_c1_1	Soil15.scaffold_506487189_c1_1	K02567	28.9
Soil15.scaffold_204136325_c1_1	Soil15.scaffold_204136325_c1_1	Soil15.scaffold_204136325_c1_1	K02567	26.9
Soil15.scaffold_653368631_c1_1	Soil15.scaffold_653368631_c1_1	Soil15.scaffold_653368631_c1_1	K02567	22.3
Soil15.scaffold_1184164212_c1_3	Soil15.scaffold_1184164212_c1_3	Soil15.scaffold_1184164212_c1_3	K02567	24.7
Soil15.scaffold_1263193581_c1_3	Soil15.scaffold_1263193581_c1_3	T0.scaffold_785029462_c1_5	K02567	23.1
Soil15.scaffold_442521766_c1_1	Soil15.scaffold_442521766_c1_1	Soil15.scaffold_442521766_c1_1	K02567	28.6
Soil15.scaffold_1098754523_c1_1	Soil15.scaffold_1098754523_c1_1	Soil15.scaffold_1098754523_c1_1	K02567	22.1
Soil15.scaffold_1288126504_c1_1	Soil15.scaffold_1288126504_c1_1	Soil17.scaffold_1298667718_c1_1	K02567	21.7
Soil15.scaffold_899180386_c1_7	Soil15.scaffold_899180386_c1_7	Soil15.scaffold_899180386_c1_7	K02567	23.2
Soil15.scaffold_178312450_c1_1	Soil15.scaffold_178312450_c1_1	Soil15.scaffold_178312450_c1_1	K02567	21.9
