id	radius of gyration	prop helix	prop sheet	prop coil	sasa	instability	isoelectric point	length
Soil11.scaffold_211583530_c1_6	30.870879564553036	0.3383280757097792	0.4187697160883281	0.24290220820189273	40895.818097474126	33.72818611987401	6.023989677429199	1268
Soil11.scaffold_431547323_c1_2	29.87537550933744	0.3541147132169576	0.42144638403990026	0.22443890274314215	38342.18481342757	36.383067331671064	6.175920295715332	1203
Soil11.scaffold_587233302_c1_1	30.794237503478506	0.3497975708502024	0.4145748987854251	0.23562753036437248	39565.23251913161	32.34424291497991	6.687584877014161	1235
Soil11.scaffold_65427810_c1_20	30.557585336993473	0.35390946502057613	0.41069958847736626	0.2353909465020576	38452.676248116135	39.80849382716074	5.822381782531737	1215
Soil12.scaffold_266712765_c1_2	30.745137532991237	0.337087691069992	0.40627514078841515	0.25663716814159293	39096.54996016811	29.275808527755608	6.448520088195799	1243
Soil14.scaffold_280216268_c1_12	31.52150033879297	0.3431528662420382	0.4052547770700637	0.2515923566878981	41879.15382654185	30.72964968152883	6.534972190856934	1256
Soil14.scaffold_465502786_c1_2	32.21869704890093	0.35218093699515346	0.41033925686591277	0.23747980613893377	39911.07273578275	39.182003231017966	6.184957695007324	1238
Soil14.scaffold_576820813_c1_40	30.784005993628423	0.35571542765787373	0.40687450039968026	0.23741007194244604	39183.95522531258	29.5653237410074	7.82905673980713	1251
Soil14.scaffold_596019752_c1_119	31.092785045930544	0.3471882640586797	0.4172779136104319	0.23553382233088835	41158.94565849383	34.738989405053196	5.959988975524904	1227
Soil15.scaffold_116822102_c1_19	32.45272557658359	0.33990536277602523	0.41719242902208203	0.24290220820189273	46045.01900873211	38.2064826498425	6.137042427062987	1268
Soil15.scaffold_1255266399_c1_142	31.063023122328552	0.34910277324632955	0.4168026101141925	0.23409461663947798	41272.61963963782	34.63575856443738	5.856428337097167	1226
Soil15.scaffold_16321085_c1_6	30.6509000249607	0.34485530546623794	0.4107717041800643	0.24437299035369775	38709.57998736344	29.668745980707563	5.875980949401855	1244
Soil15.scaffold_175810641_c1_3	31.073313909026076	0.3531326281529699	0.41985353946297804	0.22701383238405207	40369.36771916812	38.43078925956084	6.281811332702637	1229
Soil16.scaffold_1312607544_c1_3	31.040794651716713	0.35322976287816843	0.4088307440719542	0.23793949304987735	39211.23501892536	39.090547833197284	5.808058357238769	1223
Soil16.scaffold_313969256_c1_10	30.911100146671473	0.33811802232854865	0.4194577352472089	0.24242424242424243	40230.56523166232	33.01389952153128	6.7581789016723635	1254
Soil16.scaffold_436666653_c1_2	31.631929093082253	0.34846029173419774	0.4100486223662885	0.24149108589951376	39322.28800701756	37.47796596434379	6.171259498596191	1234
Soil16.scaffold_804923086_c1_3	30.902993729697503	0.3375796178343949	0.42277070063694266	0.23964968152866242	40161.59669203196	37.066273885350626	6.319836616516113	1256
Soil17.scaffold_1045002370_c1_23	31.03869987635008	0.35289323553382235	0.41483292583537085	0.23227383863080683	40879.38232771931	33.665558272208834	5.978291130065918	1227
Soil17.scaffold_1202428475_c1_2	30.818309168136206	0.3437250199840128	0.4140687450039968	0.2422062350119904	40240.589073643016	35.45686650679477	6.352121162414551	1251
Soil17.scaffold_274056314_c1_61	30.985384703359628	0.354759967453214	0.41334418226200165	0.23189585028478438	40605.699455206515	37.26130187144045	6.223039817810059	1229
Soil17.scaffold_332687915_c1_2	30.820426201499824	0.34134615384615385	0.41426282051282054	0.24439102564102563	39205.453922956076	30.44385416666683	6.531277656555175	1248
Soil17.scaffold_918557319_c1_2	30.876299711790786	0.35154975530179444	0.4200652528548124	0.22838499184339314	39042.87539729219	38.80467373572613	5.97692699432373	1226
Soil3.scaffold_285743490_c1_2	30.67529159205721	0.3505654281098546	0.41033925686591277	0.23909531502423265	39519.40779098736	38.74203554119575	6.04320125579834	1238
Soil3.scaffold_333288240_c1_8	32.377871730194855	0.35634920634920636	0.4015873015873016	0.24206349206349206	42540.917740083554	33.69843650793666	5.776399040222167	1260
Soil3.scaffold_408070428_c1_2	31.000019697704936	0.3438485804416404	0.415615141955836	0.24053627760252366	41460.452662095304	35.30492113564691	6.2018957138061515	1268
Soil3.scaffold_414071996_c1_8	30.753864991096133	0.35081967213114756	0.41475409836065574	0.23442622950819672	38879.30113755356	38.60027868852478	5.847334098815917	1220
Soil3.scaffold_530221301_c1_2	29.264924751145724	0.3548117154811716	0.4066945606694561	0.2384937238493724	35541.66807583152	42.45551464435171	5.691822624206543	1195
Soil5.scaffold_120605214_c1_7	30.986176948940166	0.3569682151589242	0.4172779136104319	0.22575387123064386	40298.22989724409	35.992053789731244	5.976131248474121	1227
Soil5.scaffold_13272894_c1_8	31.114378976771622	0.3478964401294498	0.4134304207119741	0.23867313915857605	40589.57657551362	42.39420711974135	5.972209358215332	1236
Soil5.scaffold_133269568_c1_66	29.86163413984842	0.3508771929824561	0.42105263157894735	0.22807017543859648	37687.2053828496	37.388153717627674	6.395489311218263	1197
Soil5.scaffold_183283646_c1_24	31.282442754091473	0.3486088379705401	0.40916530278232405	0.24222585924713586	39255.70496665368	45.59045826513939	6.113397407531737	1222
Soil5.scaffold_215117222_c1_59	31.045995500597684	0.34775767112509837	0.4209284028324154	0.23131392604248624	41078.62967363234	32.30915814319452	6.449486351013182	1271
Soil5.scaffold_249001418_c1_2	32.1169028135831	0.34375	0.40705128205128205	0.24919871794871795	40014.13778473023	37.61524038461559	6.320746040344238	1248
Soil5.scaffold_384418492_c1_161	31.089845877655634	0.34662327095199347	0.4222945484133442	0.23108218063466232	40446.45545368426	38.63413344182283	6.3216554641723635	1229
Soil5.scaffold_395480119_c1_5	31.89277305000078	0.3531326281529699	0.41253051261187956	0.23433685923515052	39144.58336617791	36.43102522375936	6.001595115661621	1229
Soil5.scaffold_416434691_c1_48	30.796436591613286	0.3504410585404972	0.41379310344827586	0.23576583801122694	40062.65404096451	38.52320769847667	6.892887306213379	1247
Soil5.scaffold_434220697_c1_2	30.993408476696317	0.3512632436837816	0.4172779136104319	0.23145884270578648	40852.9867290757	36.60353708231481	6.060935020446778	1227
Soil5.scaffold_489407153_c1_201	31.027864027933628	0.3539967373572594	0.4200652528548124	0.22593800978792822	40366.259075538284	35.705342577488	6.735613822937012	1226
Soil5.scaffold_544698016_c1_2	31.17987202032438	0.3527004909983633	0.4148936170212766	0.23240589198036007	38771.00815170487	35.42000000000018	5.9927282333374015	1222
Soil5.scaffold_549495455_c1_6	31.078200050291702	0.34959349593495936	0.4219512195121951	0.22845528455284553	40514.415089683476	36.648089430894515	5.942823600769043	1230
Soil5.scaffold_559257041_c1_1	31.162680573695923	0.35004042037186744	0.41552142279708976	0.23443815683104285	41433.504721197714	36.74473726758306	6.140793800354003	1237
Soil5.scaffold_82918708_c1_12	31.054334513916306	0.3537082314588427	0.41972290138549306	0.2265688671556642	39802.93912921255	41.48715566422192	6.31318645477295	1227
Soil5.scaffold_87619515_c1_114	31.1368854420685	0.34743694060211555	0.4231082180634662	0.22945484133441824	40828.03635101734	35.29018714401973	6.488705253601075	1229
Soil6.scaffold_312871021_c1_4	31.822632068097302	0.3470031545741325	0.42113564668769715	0.23186119873817035	43782.819136045066	31.329921135646853	6.593175315856934	1268
Soil6.scaffold_460055642_c1_2	31.0315925672696	0.3396825396825397	0.4238095238095238	0.2365079365079365	40988.91639346261	32.8298730158732	6.854066276550292	1260
Soil6.scaffold_86801766_c1_2	31.273228495176053	0.3523654159869494	0.4061990212071778	0.24143556280587275	39193.48794839693	39.42296084828734	5.869160270690917	1226
Soil6.scaffold_95998780_c1_2	30.761258001402698	0.3563218390804598	0.409688013136289	0.23399014778325122	38322.04006681955	37.37318555008232	5.939470100402832	1218
Soil9.scaffold_175774837_c1_4	28.624718162851583	0.35178875638841567	0.4097103918228279	0.23850085178875638	33516.29094498189	39.70488926746188	5.587579917907715	1174
Soil9.scaffold_209032411_c1_3	30.779934946574958	0.3546273546273546	0.41605241605241605	0.22932022932022933	38742.75602259944	34.397010647010816	6.008415794372558	1221
Soil9.scaffold_711597457_c1_4	29.919698630111327	0.34995843724023273	0.4197838736492103	0.23025768911055694	38764.14805688916	39.85546134663371	6.156254005432127	1203
Soil9.scaffold_766455321_c1_2	30.84312065014026	0.35626535626535627	0.41113841113841115	0.2325962325962326	38798.43944548177	40.45793611793636	5.877004051208496	1221
Soil9.scaffold_816779774_c1_14	31.052176819141092	0.34743694060211555	0.42066720911310007	0.23189585028478438	40291.32433729949	35.20157851912143	6.324554252624512	1229
Soil9.scaffold_98038919_c1_19	30.71577844198597	0.3538083538083538	0.407043407043407	0.23914823914823916	37899.696087461096	36.67642915642935	6.063549613952636	1221
T0.scaffold_172278247_c1_4	30.747113529777728	0.3416	0.416	0.2424	40103.96921391647	35.84890400000021	6.45607967376709	1250
T0.scaffold_273218771_c1_2	31.14608392800601	0.3511326860841424	0.4085760517799353	0.24029126213592233	39854.17727388829	38.79865695792902	5.87637882232666	1236
T0.scaffold_786865677_c1_2	30.867565060522207	0.3397590361445783	0.41445783132530123	0.2457831325301205	40432.19958480629	30.998650602409825	6.266521644592285	1245
T0.scaffold_961428012_c1_71	29.950834999186974	0.35323383084577115	0.41625207296849087	0.23051409618573798	38392.965165221816	36.66412106136011	6.2112741470336905	1206
