T0.scaffold_412434617_c1_1	T0.scaffold_412434617_c1_1	T0.scaffold_412434617_c1_1	K12266	30.9
T0.scaffold_166083817_c1_2	T0.scaffold_166083817_c1_2	Soil15.scaffold_1161053644_c1_1	K12266	39.8
T0.scaffold_835179865_c1_1	T0.scaffold_166083817_c1_2	Soil15.scaffold_1161053644_c1_1	K12266	39.8
T0.scaffold_86744132_c1_1	T0.scaffold_86744132_c1_1	Soil17.scaffold_486885126_c1_1	K12266	35.2
T0.scaffold_674039144_c1_1	T0.scaffold_86744132_c1_1	Soil17.scaffold_486885126_c1_1	K12266	35.2
T0.scaffold_348954347_c1_1	T0.scaffold_348954347_c1_1	T0.scaffold_348954347_c1_1	K12266	34.3
T0.scaffold_392989614_c1_1	T0.scaffold_392989614_c1_1	T0.scaffold_392989614_c1_1	K12266	35.4
T0.scaffold_665551696_c1_1	T0.scaffold_665551696_c1_1	T0.scaffold_665551696_c1_1	K12266	38
T0.scaffold_235133310_c1_1	T0.scaffold_235133310_c1_1	Soil5.scaffold_244070857_c1_1	K12266	33.5
T0.scaffold_8401545_c1_1	T0.scaffold_8401545_c1_1	T0.scaffold_8401545_c1_1	K12266	35.5
T0.scaffold_1143702880_c1_1	T0.scaffold_1143702880_c1_1	T0.scaffold_1143702880_c1_1	K12266	27
T0.scaffold_154328682_c1_1	T0.scaffold_154328682_c1_1	Soil12.scaffold_488093478_c1_2	K12266	29.9
T0.scaffold_535863060_c1_2	T0.scaffold_535863060_c1_2	Soil5.scaffold_423334644_c1_1	K12266	24.8
T0.scaffold_253346561_c1_1	T0.scaffold_253346561_c1_1	T0.scaffold_253346561_c1_1	K12266	32.7
T0.scaffold_932715900_c1_1	T0.scaffold_932715900_c1_1	Soil5.scaffold_183629437_c1_1	K12266	38.5
T0.scaffold_569487916_c1_1	T0.scaffold_569487916_c1_1	Soil15.scaffold_91235710_c1_1	K12266	35.3
T0.scaffold_1051669561_c1_2	T0.scaffold_1051669561_c1_2	T0.scaffold_1051669561_c1_2	K12266	27.8
