T0.scaffold_47648331_c1_2	T0.scaffold_47648331_c1_2	Soil11.scaffold_280091044_c1_1	K04561	24.9
T0.scaffold_695768537_c1_2	T0.scaffold_695768537_c1_2	Soil9.scaffold_791593043_c1_3	K04561	24.4
T0.scaffold_94486255_c1_1	T0.scaffold_94486255_c1_1	T0.scaffold_94486255_c1_1	K04561	24.9
T0.scaffold_209089578_c1_2	T0.scaffold_209089578_c1_2	T0.scaffold_209089578_c1_2	K04561	25.1
T0.scaffold_241081307_c1_1	T0.scaffold_241081307_c1_1	Soil6.scaffold_584152368_c1_7	K04561	22.6
T0.scaffold_727031622_c1_1	T0.scaffold_727031622_c1_1	T0.scaffold_727031622_c1_1	K04561	23.1
T0.scaffold_646294671_c1_2	T0.scaffold_646294671_c1_2	T0.scaffold_646294671_c1_2	K04561	28.9
T0.scaffold_88797402_c1_2	T0.scaffold_88797402_c1_2	Soil6.scaffold_652413962_c1_1	K04561	24.2
T0.scaffold_117671427_c1_1	T0.scaffold_117671427_c1_1	Soil14.scaffold_292881851_c1_1	K04561	29.2
T0.scaffold_512338704_c1_1	T0.scaffold_117671427_c1_1	Soil14.scaffold_292881851_c1_1	K04561	29.2
T0.scaffold_900699239_c1_1	T0.scaffold_117671427_c1_1	Soil14.scaffold_292881851_c1_1	K04561	29.2
T0.scaffold_172756587_c1_1	T0.scaffold_117671427_c1_1	Soil14.scaffold_292881851_c1_1	K04561	29.2
T0.scaffold_607792256_c1_1	T0.scaffold_117671427_c1_1	Soil14.scaffold_292881851_c1_1	K04561	29.2
T0.scaffold_10518721_c1_1	T0.scaffold_10518721_c1_1	Soil3.scaffold_319020077_c1_1	K04561	27
T0.scaffold_633521084_c1_1	T0.scaffold_633521084_c1_1	Soil9.scaffold_184892131_c1_1	K04561	25.7
T0.scaffold_313795104_c1_1	T0.scaffold_313795104_c1_1	T0.scaffold_313795104_c1_1	K04561	27.7
T0.scaffold_193322489_c1_1	T0.scaffold_193322489_c1_1	Soil3.scaffold_260354728_c1_1	K04561	26.1
T0.scaffold_515966021_c1_1	T0.scaffold_515966021_c1_1	Soil15.scaffold_447258540_c1_1	K04561	24.1
T0.scaffold_646294672_c1_1	T0.scaffold_515966021_c1_1	Soil15.scaffold_447258540_c1_1	K04561	24.1
T0.scaffold_560954716_c1_1	T0.scaffold_515966021_c1_1	Soil15.scaffold_447258540_c1_1	K04561	24.1
T0.scaffold_439333118_c1_1	T0.scaffold_515966021_c1_1	Soil15.scaffold_447258540_c1_1	K04561	24.1
T0.scaffold_114649864_c1_1	T0.scaffold_114649864_c1_1	Soil3.scaffold_530177249_c1_2	K04561	27.2
T0.scaffold_575503796_c1_1	T0.scaffold_114649864_c1_1	Soil3.scaffold_530177249_c1_2	K04561	27.2
T0.scaffold_634362720_c1_2	T0.scaffold_114649864_c1_1	Soil3.scaffold_530177249_c1_2	K04561	27.2
T0.scaffold_201443998_c1_4	T0.scaffold_114649864_c1_1	Soil3.scaffold_530177249_c1_2	K04561	27.2
T0.scaffold_364276906_c1_1	T0.scaffold_364276906_c1_1	Soil9.scaffold_98975619_c1_1	K04561	25.7
T0.scaffold_1126884416_c1_3	T0.scaffold_1126884416_c1_3	T0.scaffold_1126884416_c1_3	K04561	22.4
T0.scaffold_447262275_c1_5	T0.scaffold_447262275_c1_5	Soil6.scaffold_584152368_c1_7	K04561	22.6
T0.scaffold_970031209_c1_1	T0.scaffold_970031209_c1_1	T0.scaffold_970031209_c1_1	K04561	27.7
T0.scaffold_765396089_c1_1	T0.scaffold_765396089_c1_1	T0.scaffold_765396089_c1_1	K04561	25.3
T0.scaffold_564100230_c1_2	T0.scaffold_564100230_c1_2	T0.scaffold_564100230_c1_2	K04561	26.8
T0.scaffold_937554086_c1_1	T0.scaffold_937554086_c1_1	Soil3.scaffold_384356387_c1_2	K04561	28.6
T0.scaffold_778468831_c1_2	T0.scaffold_778468831_c1_2	Soil5.scaffold_172646057_c1_3	K04561	24.4
T0.scaffold_138676249_c1_1	T0.scaffold_138676249_c1_1	Soil3.scaffold_469784306_c1_1	K04561	28
T0.scaffold_406753658_c1_1	T0.scaffold_406753658_c1_1	Soil11.scaffold_282678514_c1_1	K04561	30.6
T0.scaffold_558018288_c1_2	T0.scaffold_406753658_c1_1	Soil11.scaffold_282678514_c1_1	K04561	30.6
T0.scaffold_511918762_c1_2	T0.scaffold_511918762_c1_2	T0.scaffold_511918762_c1_2	K04561	26.1
T0.scaffold_1075872720_c1_6	T0.scaffold_1075872720_c1_6	T0.scaffold_1075872720_c1_6	K04561	21.2
T0.scaffold_1047026418_c1_1	T0.scaffold_1047026418_c1_1	T0.scaffold_1047026418_c1_1	K04561	29.8
T0.scaffold_473087579_c1_1	T0.scaffold_473087579_c1_1	Soil5.scaffold_95721457_c1_2	K04561	23.8
T0.scaffold_1089993960_c1_11	T0.scaffold_1089993960_c1_11	Soil16.scaffold_540689302_c1_8	K04561	21.7
T0.scaffold_99696273_c1_8	T0.scaffold_99696273_c1_8	T0.scaffold_99696273_c1_8	K04561	23.1
T0.scaffold_988217415_c1_8	T0.scaffold_988217415_c1_8	T0.scaffold_988217415_c1_8	K04561	22.1
T0.scaffold_670455267_c1_2	T0.scaffold_670455267_c1_2	Soil5.scaffold_415766854_c1_2	K04561	25.4
T0.scaffold_1038863565_c1_6	T0.scaffold_1038863565_c1_6	Soil6.scaffold_34598301_c1_1	K04561	23.2
T0.scaffold_125423399_c1_1	T0.scaffold_125423399_c1_1	T0.scaffold_125423399_c1_1	K04561	26.2
